impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-119054,A589380,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589380,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Male,Domestic Longhair,Org Tabby,07/06/2019 12:00:00 AM,Received on,20800 32ND LN S,SEATAC,WA,98198,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589380,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 20800 32ND LN S, SEATAC WA 98198<p/> Description: Org Tabby Male Domestic Longhair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119068,A589395,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589395,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Male,Domestic Shorthair,Black,07/06/2019 12:00:00 AM,Received on,33200 206TH PL SE,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589395,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 33200 206TH PL SE, AUBURN WA 98092<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119067,A589394,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589394,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Male,Domestic Shorthair,Black,07/06/2019 12:00:00 AM,Received on,33200 206TH PL SE,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589394,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 33200 206TH PL SE, AUBURN WA 98092<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119066,A589393,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589393,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Female,Domestic Shorthair,Brn Tabby,07/06/2019 12:00:00 AM,Received on,33200 206TH PL SE,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589393,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 33200 206TH PL SE, AUBURN WA 98092<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119070,A589397,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589397,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,11 WEEKS,Female,Domestic Mediumhair,Calico,07/06/2019 12:00:00 AM,Received on,33700 55TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589397,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 33700 55TH AVE S, AUBURN WA 98001<p/> Description: Calico Female Domestic Mediumhair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119069,A589396,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589396,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,11 WEEKS,Female,Domestic Shorthair,Tortie / White,07/06/2019 12:00:00 AM,Received on,33700 55TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589396,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 33700 55TH AVE S, AUBURN WA 98001<p/> Description: Tortie / White Female Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119062,A589389,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589389,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,4 WEEKS,Female,Domestic Shorthair,Black / White,07/06/2019 12:00:00 AM,Received on,35400 27TH AVE S,FEDERAL WAY,WA,98003,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589389,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 35400 27TH AVE S, FEDERAL WAY WA 98003<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119061,A589388,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589388,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 WEEKS,Female,Domestic Shorthair,Black / White,07/06/2019 12:00:00 AM,Received on,35400 27TH AVE S,FEDERAL WAY,WA,98003,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589388,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 35400 27TH AVE S, FEDERAL WAY WA 98003<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 8 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119063,A589390,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589390,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 WEEKS,Male,Siamese,Seal Pt,07/06/2019 12:00:00 AM,Received on,35400 27TH AVE S,FEDERAL WAY,WA,98003,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589390,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 35400 27TH AVE S, FEDERAL WAY WA 98003<p/> Description: Seal Pt Male Siamese Cat<p/> Age: 8 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119071,A589398,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Female,Domestic Shorthair,Black,07/06/2019 12:00:00 AM,Received on,500 W CROW ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589398,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 500 W CROW ST, KENT WA 98032<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-119072,A589399,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Male,Domestic Shorthair,Black,07/06/2019 12:00:00 AM,Received on,500 W CROW ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589399,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 500 W CROW ST, KENT WA 98032<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-119073,A589400,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,3 WEEKS,Female,Domestic Shorthair,Brn Tabby,07/06/2019 12:00:00 AM,Received on,500 W CROW ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589400,Image Copyright HLP Inc. 2019,"Received on: 2019-07-06<p/> Found Near: 500 W CROW ST, KENT WA 98032<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
K19-119094,A587481,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A587481,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Akeala,Dog,3 YEARS,Spayed Female,German Shepherd / Mix,Brown / Black,07/07/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A587481,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Description: Brown / Black<p/>  Spayed Female German Shepherd / Mix Dog<p/> Age: 3 YEARS<p/> Adoption Fee: $200.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Akeala and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on June 19, 2019.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy. I very much enjoy playing with a ball and will let you know when I want to play. <p/><p/>My caregivers have noticed that I don't do well with other dogs. I would thrive in a home as the only pet.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",RED
K19-119104,A589409,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589409,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Unaltered,Siamese,Blue Pt / White,07/07/2019 12:00:00 AM,Received on,13000 SE 26TH ST,BELLEVUE,WA,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589409,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 13000 SE 26TH ST, BELLEVUE WA 98005<p/> Description: Blue Pt / White Unaltered Siamese Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119095,A589434,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589434,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,6 MONTHS,Male,German Shepherd,Brown / Black,07/07/2019 12:00:00 AM,Received on,22700 90TH WAY S,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589434,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 22700 90TH WAY S, KENT WA 98031<p/> Description: Brown / Black Male German Shepherd Dog<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119096,A589435,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589435,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Female,Domestic Shorthair,Brn Tabby / Tortie,07/07/2019 12:00:00 AM,Received on,23400 61ST AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589435,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 23400 61ST AVE S, KENT WA 98032<p/> Description: Brn Tabby / Tortie Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119098,A589437,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589437,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Candy,Dog,4 YEARS,Female,Labrador Retriever / Border Collie,Black / White,07/07/2019 12:00:00 AM,Received on,23700 SE FLAMING GEYSER RD,AUBURN,WA,98092,KING COUNTY,0,0,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589437,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 23700 SE FLAMING GEYSER RD, AUBURN WA 98092<p/> Description: Black / White Female Labrador Retriever / Border Collie Dog<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119108,A589445,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589445,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,13 WEEKS,Female,Domestic Longhair,Black / White,07/07/2019 12:00:00 AM,Received on,23900 PACIFIC HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589445,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 23900 PACIFIC HWY S, KENT WA 98032<p/> Description: Black / White Female Domestic Longhair Cat<p/> Age: 13 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119107,A589444,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589444,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,13 WEEKS,Female,Domestic Longhair,Brn Tabby,07/07/2019 12:00:00 AM,Received on,23900 PACIFIC HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589444,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 23900 PACIFIC HWY S, KENT WA 98032<p/> Description: Brn Tabby Female Domestic Longhair Cat<p/> Age: 13 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119106,A589443,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589443,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,13 WEEKS,Male,Domestic Longhair,Brn Tabby,07/07/2019 12:00:00 AM,Received on,23900 PACIFIC HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589443,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 23900 PACIFIC HWY S, KENT WA 98032<p/> Description: Brn Tabby Male Domestic Longhair Cat<p/> Age: 13 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119113,A575686,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A575686,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Bars,Dog,1 YEAR 2 MONTHS,Neutered Male,Siberian Husky,Silver,07/07/2019 12:00:00 AM,Received on,24900 114TH AVE SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575686,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 24900 114TH AVE SE, KENT WA 98030<p/> Description: Silver Neutered Male Siberian Husky Dog<p/> Age: 1 YEAR 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119112,A589450,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Siamese,Lynx Pt,07/07/2019 12:00:00 AM,Received on,28800 38TH AVE S,AUBURN,WA,98001,KING COUNTY,0,0,,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 28800 38TH AVE S, AUBURN WA 98001<p/> Description: Lynx Pt Unaltered Siamese Cat<p/> Age: NO AGE<p/>",
K19-119101,A589440,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589440,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Female,Domestic Shorthair,Black / White,07/07/2019 12:00:00 AM,Received on,33700 55TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589440,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 33700 55TH AVE S, AUBURN WA 98001<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119100,A589439,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589439,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Male,Domestic Shorthair,Org Tabby / White,07/07/2019 12:00:00 AM,Received on,33700 55TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589439,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 33700 55TH AVE S, AUBURN WA 98001<p/> Description: Org Tabby / White Male Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119102,A589441,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589441,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Female,Domestic Shorthair,Tortie,07/07/2019 12:00:00 AM,Received on,33700 55TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589441,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 33700 55TH AVE S, AUBURN WA 98001<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119103,A589442,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589442,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Female,Domestic Shorthair,Tortie,07/07/2019 12:00:00 AM,Received on,33700 55TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589442,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 33700 55TH AVE S, AUBURN WA 98001<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119099,A589438,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589438,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,5 YEARS,Female,Domestic Shorthair,Buff / White,07/07/2019 12:00:00 AM,Received on,700 E SMITH ST,KENT,WA,98030,KENT,0,0,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589438,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 700 E SMITH ST, KENT WA 98030<p/> Description: Buff / White Female Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119110,A589446,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A589446,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,3 YEARS,Male,German Shepherd / Rottweiler,Black / Tan,07/07/2019 12:00:00 AM,Received on,9900 S 203RD ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A589446,Image Copyright HLP Inc. 2019,"Received on: 2019-07-07<p/> Found Near: 9900 S 203RD ST, KENT WA 98031<p/> Description: Black / Tan Male German Shepherd / Rottweiler Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-119115,A586897,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A586897,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Alpha,Cat,8 WEEKS,Neutered Male,Domestic Shorthair,Black / White,07/08/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A586897,Image Copyright HLP Inc. 2019,"Received on: 2019-07-08<p/> Description: Black / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 8 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Alpha and I am available for adoption.<p/><p/>I was brought in by a good samaritan on June 9, 2019.<p/><p/>I am a sweet kitten who may need extra time and attention to warm up to new situations and new people. When I was a wee little one, I was not taught how nice and friendly people can be, but I am learning quickly! Though I may be timid at first, once you take the time to show me I can trust you I will show you just how wonderful I can be. I would love to go home with a confident kitty friend who can help me come out of my shell!<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
